product_id,product_name,product_category,product_price,scrapy_datetime,style_id,color_id,color_name,fit,size_number,size_model,cotton,spandex,Elastomultiester
1130309005,baggy_jeans,men_jeans_loose,39.99,2023-10-04 14:36:16,1130309,5,denim_black,loose_fit,187,31/32,1.0,0.0,0.0
1130309005,baggy_jeans,men_jeans_loose,39.99,2023-10-04 14:36:16,1130309,5,dark_denim_gray,loose_fit,187,31/32,1.0,0.0,0.0
1130309005,baggy_jeans,men_jeans_loose,39.99,2023-10-04 14:36:16,1130309,5,light_denim_blue,loose_fit,187,31/32,1.0,0.0,0.0
1130309005,baggy_jeans,men_jeans_loose,39.99,2023-10-04 14:36:16,1130309,5,dark_denim_blue,loose_fit,187,31/32,1.0,0.0,0.0
985159001,skinny_jeans,men_jeans_skinny,29.99,2023-10-04 14:36:16,985159,1,black,skinny_fit,180,33/32,0.99,0.0,0.0
985159001,skinny_jeans,men_jeans_skinny,29.99,2023-10-04 14:36:16,985159,1,dark_gray,skinny_fit,180,33/32,0.99,0.0,0.0
985159001,skinny_jeans,men_jeans_skinny,29.99,2023-10-04 14:36:16,985159,1,light_denim_blue,skinny_fit,180,33/32,0.99,0.0,0.0
985159001,skinny_jeans,men_jeans_skinny,29.99,2023-10-04 14:36:16,985159,1,dark_blue,skinny_fit,180,33/32,0.99,0.0,0.0
985159001,skinny_jeans,men_jeans_skinny,29.99,2023-10-04 14:36:16,985159,1,dark_denim_blue,skinny_fit,180,33/32,0.99,0.0,0.0
985159001,skinny_jeans,men_jeans_skinny,29.99,2023-10-04 14:36:16,985159,1,denim_blue,skinny_fit,180,33/32,0.99,0.0,0.0
1130309004,baggy_jeans,men_jeans_loose,39.99,2023-10-04 14:36:16,1130309,4,denim_black,loose_fit,187,31/32,1.0,0.0,0.0
1130309004,baggy_jeans,men_jeans_loose,39.99,2023-10-04 14:36:16,1130309,4,dark_denim_gray,loose_fit,187,31/32,1.0,0.0,0.0
1130309004,baggy_jeans,men_jeans_loose,39.99,2023-10-04 14:36:16,1130309,4,light_denim_blue,loose_fit,187,31/32,1.0,0.0,0.0
1130309004,baggy_jeans,men_jeans_loose,39.99,2023-10-04 14:36:16,1130309,4,dark_denim_blue,loose_fit,187,31/32,1.0,0.0,0.0
1008549001,straight_regular_jeans,men_jeans_regular,29.99,2023-10-04 14:36:16,1008549,1,vintage_black,regular_fit,185,31/32,0.99,0.0,0.0
1008549001,straight_regular_jeans,men_jeans_regular,29.99,2023-10-04 14:36:16,1008549,1,denim_blue,regular_fit,186,31/32,0.98,0.0,0.0
1008549001,straight_regular_jeans,men_jeans_regular,29.99,2023-10-04 14:36:16,1008549,1,dark_gray,regular_fit,186,31/32,0.98,0.0,0.0
1008549001,straight_regular_jeans,men_jeans_regular,29.99,2023-10-04 14:36:16,1008549,1,dark_blue,regular_fit,186,31/32,0.98,0.0,0.0
1008549001,straight_regular_jeans,men_jeans_regular,29.99,2023-10-04 14:36:16,1008549,1,dark_denim_blue,regular_fit,186,31/32,0.98,0.0,0.0
1008549001,straight_regular_jeans,men_jeans_regular,29.99,2023-10-04 14:36:16,1008549,1,black,regular_fit,186,31/32,0.98,0.0,0.0
1008549001,straight_regular_jeans,men_jeans_regular,29.99,2023-10-04 14:36:16,1008549,1,light_gray,regular_fit,186,31/32,0.98,0.0,0.0
1008549001,straight_regular_jeans,men_jeans_regular,29.99,2023-10-04 14:36:16,1008549,1,light_denim_blue,regular_fit,186,31/32,0.98,0.0,0.0
979945001,loose_jeans,men_jeans_loose,39.99,2023-10-04 14:36:16,979945,1,denim_gray,loose_fit,,,1.0,0.0,0.0
979945001,loose_jeans,men_jeans_loose,39.99,2023-10-04 14:36:16,979945,1,light_denim_blue,loose_fit,187,31/32,1.0,0.0,0.0
979945001,loose_jeans,men_jeans_loose,39.99,2023-10-04 14:36:16,979945,1,light_gray,loose_fit,187,31/32,1.0,0.0,0.0
979945001,loose_jeans,men_jeans_loose,39.99,2023-10-04 14:36:16,979945,1,gray,loose_fit,187,31/32,1.0,0.0,0.0
979945001,loose_jeans,men_jeans_loose,39.99,2023-10-04 14:36:16,979945,1,black_patterned,loose_fit,187,31/32,1.0,0.0,0.0
979945001,loose_jeans,men_jeans_loose,39.99,2023-10-04 14:36:16,979945,1,light_purple,loose_fit,187,31/32,1.0,0.0,0.0
979945001,loose_jeans,men_jeans_loose,39.99,2023-10-04 14:36:16,979945,1,olive_green,loose_fit,187,31/32,1.0,0.0,0.0
979945001,loose_jeans,men_jeans_loose,39.99,2023-10-04 14:36:16,979945,1,purple,loose_fit,187,31/32,1.0,0.0,0.0
979945001,loose_jeans,men_jeans_loose,39.99,2023-10-04 14:36:16,979945,1,pale_denim_blue,loose_fit,187,31/32,1.0,0.0,0.0
979945001,loose_jeans,men_jeans_loose,39.99,2023-10-04 14:36:16,979945,1,light_denim_gray,loose_fit,187,31/32,1.0,0.0,0.0
979945001,loose_jeans,men_jeans_loose,39.99,2023-10-04 14:36:16,979945,1,white,loose_fit,187,31/32,1.0,0.0,0.0
979945001,loose_jeans,men_jeans_loose,39.99,2023-10-04 14:36:16,979945,1,black,loose_fit,187,31/32,1.0,0.0,0.0
979945001,loose_jeans,men_jeans_loose,39.99,2023-10-04 14:36:16,979945,1,brown,loose_fit,187,31/32,1.0,0.0,0.0
979945001,loose_jeans,men_jeans_loose,39.99,2023-10-04 14:36:16,979945,1,denim_blue,loose_fit,187,31/32,1.0,0.0,0.0
1182102002,baggy_fit_cargo_pants,men_jeans_loose,49.99,2023-10-04 14:36:16,1182102,2,denim_blue,loose_fit,186,32/32,1.0,0.0,0.0
1182102002,baggy_fit_cargo_pants,men_jeans_loose,49.99,2023-10-04 14:36:16,1182102,2,black,loose_fit,,,1.0,0.0,0.0
1024256001,slim_jeans,men_jeans_slim,24.99,2023-10-04 14:36:16,1024256,1,dark_blue,slim_fit,,,0.99,0.0,0.0
1024256001,slim_jeans,men_jeans_slim,24.99,2023-10-04 14:36:16,1024256,1,black,slim_fit,,,0.99,0.0,0.0
1024256001,slim_jeans,men_jeans_slim,24.99,2023-10-04 14:36:16,1024256,1,denim_blue,slim_fit,,,0.99,0.0,0.0
1024256001,slim_jeans,men_jeans_slim,24.99,2023-10-04 14:36:16,1024256,1,dark_denim_blue,slim_fit,,,0.99,0.0,0.0
1024256001,slim_jeans,men_jeans_slim,24.99,2023-10-04 14:36:16,1024256,1,dark_gray,slim_fit,,,0.99,0.0,0.0
1024256001,slim_jeans,men_jeans_slim,24.99,2023-10-04 14:36:16,1024256,1,white,slim_fit,,,0.99,0.0,0.0
1024256001,slim_jeans,men_jeans_slim,24.99,2023-10-04 14:36:16,1024256,1,light_denim_blue,slim_fit,,,0.99,0.0,0.0
979945003,loose_jeans,men_jeans_loose,39.99,2023-10-04 14:36:16,979945,3,denim_gray,loose_fit,,,1.0,0.0,0.0
979945003,loose_jeans,men_jeans_loose,39.99,2023-10-04 14:36:16,979945,3,light_denim_blue,loose_fit,187,31/32,1.0,0.0,0.0
979945003,loose_jeans,men_jeans_loose,39.99,2023-10-04 14:36:16,979945,3,light_gray,loose_fit,187,31/32,1.0,0.0,0.0
979945003,loose_jeans,men_jeans_loose,39.99,2023-10-04 14:36:16,979945,3,gray,loose_fit,187,31/32,1.0,0.0,0.0
979945003,loose_jeans,men_jeans_loose,39.99,2023-10-04 14:36:16,979945,3,black_patterned,loose_fit,187,31/32,1.0,0.0,0.0
979945003,loose_jeans,men_jeans_loose,39.99,2023-10-04 14:36:16,979945,3,light_purple,loose_fit,187,31/32,1.0,0.0,0.0
979945003,loose_jeans,men_jeans_loose,39.99,2023-10-04 14:36:16,979945,3,olive_green,loose_fit,187,31/32,1.0,0.0,0.0
979945003,loose_jeans,men_jeans_loose,39.99,2023-10-04 14:36:16,979945,3,purple,loose_fit,187,31/32,1.0,0.0,0.0
979945003,loose_jeans,men_jeans_loose,39.99,2023-10-04 14:36:16,979945,3,pale_denim_blue,loose_fit,187,31/32,1.0,0.0,0.0
979945003,loose_jeans,men_jeans_loose,39.99,2023-10-04 14:36:16,979945,3,light_denim_gray,loose_fit,187,31/32,1.0,0.0,0.0
979945003,loose_jeans,men_jeans_loose,39.99,2023-10-04 14:36:16,979945,3,white,loose_fit,187,31/32,1.0,0.0,0.0
979945003,loose_jeans,men_jeans_loose,39.99,2023-10-04 14:36:16,979945,3,black,loose_fit,187,31/32,1.0,0.0,0.0
979945003,loose_jeans,men_jeans_loose,39.99,2023-10-04 14:36:16,979945,3,brown,loose_fit,187,31/32,1.0,0.0,0.0
979945003,loose_jeans,men_jeans_loose,39.99,2023-10-04 14:36:16,979945,3,denim_blue,loose_fit,187,31/32,1.0,0.0,0.0
1159764002,bootcut_loose_jeans,men_jeans_bootcut,49.99,2023-10-04 14:36:16,1159764,2,denim_blue,loose_fit,188,31/32,1.0,0.0,0.0
1159764002,bootcut_loose_jeans,men_jeans_bootcut,49.99,2023-10-04 14:36:16,1159764,2,black,loose_fit,187,31/32,1.0,0.0,0.0
1159764002,bootcut_loose_jeans,men_jeans_bootcut,49.99,2023-10-04 14:36:16,1159764,2,light_denim_blue,loose_fit,187,31/32,1.0,0.0,0.0
1008549005,straight_regular_jeans,men_jeans_regular,29.99,2023-10-04 14:36:16,1008549,5,vintage_black,regular_fit,185,31/32,0.99,0.0,0.0
1008549005,straight_regular_jeans,men_jeans_regular,29.99,2023-10-04 14:36:16,1008549,5,denim_blue,regular_fit,186,31/32,0.98,0.0,0.0
1008549005,straight_regular_jeans,men_jeans_regular,29.99,2023-10-04 14:36:16,1008549,5,dark_gray,regular_fit,186,31/32,0.98,0.0,0.0
1008549005,straight_regular_jeans,men_jeans_regular,29.99,2023-10-04 14:36:16,1008549,5,dark_blue,regular_fit,186,31/32,0.98,0.0,0.0
1008549005,straight_regular_jeans,men_jeans_regular,29.99,2023-10-04 14:36:16,1008549,5,dark_denim_blue,regular_fit,186,31/32,0.98,0.0,0.0
1008549005,straight_regular_jeans,men_jeans_regular,29.99,2023-10-04 14:36:16,1008549,5,black,regular_fit,186,31/32,0.98,0.0,0.0
1008549005,straight_regular_jeans,men_jeans_regular,29.99,2023-10-04 14:36:16,1008549,5,light_gray,regular_fit,186,31/32,0.98,0.0,0.0
1008549005,straight_regular_jeans,men_jeans_regular,29.99,2023-10-04 14:36:16,1008549,5,light_denim_blue,regular_fit,186,31/32,0.98,0.0,0.0
1024256011,slim_jeans,men_jeans_slim,24.99,2023-10-04 14:36:16,1024256,11,dark_blue,slim_fit,,,0.99,0.0,0.0
1024256011,slim_jeans,men_jeans_slim,24.99,2023-10-04 14:36:16,1024256,11,black,slim_fit,,,0.99,0.0,0.0
1024256011,slim_jeans,men_jeans_slim,24.99,2023-10-04 14:36:16,1024256,11,denim_blue,slim_fit,,,0.99,0.0,0.0
1024256011,slim_jeans,men_jeans_slim,24.99,2023-10-04 14:36:16,1024256,11,dark_denim_blue,slim_fit,,,0.99,0.0,0.0
1024256011,slim_jeans,men_jeans_slim,24.99,2023-10-04 14:36:16,1024256,11,dark_gray,slim_fit,,,0.99,0.0,0.0
1024256011,slim_jeans,men_jeans_slim,24.99,2023-10-04 14:36:16,1024256,11,white,slim_fit,,,0.99,0.0,0.0
1024256011,slim_jeans,men_jeans_slim,24.99,2023-10-04 14:36:16,1024256,11,light_denim_blue,slim_fit,,,0.99,0.0,0.0
1202825001,loose_jeans,men_jeans_loose,39.99,2023-10-04 14:36:16,1202825,1,,,,,0.0,0.0,0.0
1024256006,slim_jeans,men_jeans_slim,24.99,2023-10-04 14:36:16,1024256,6,dark_blue,slim_fit,,,0.99,0.0,0.0
1024256006,slim_jeans,men_jeans_slim,24.99,2023-10-04 14:36:16,1024256,6,black,slim_fit,,,0.99,0.0,0.0
1024256006,slim_jeans,men_jeans_slim,24.99,2023-10-04 14:36:16,1024256,6,denim_blue,slim_fit,,,0.99,0.0,0.0
1024256006,slim_jeans,men_jeans_slim,24.99,2023-10-04 14:36:16,1024256,6,dark_denim_blue,slim_fit,,,0.99,0.0,0.0
1024256006,slim_jeans,men_jeans_slim,24.99,2023-10-04 14:36:16,1024256,6,dark_gray,slim_fit,,,0.99,0.0,0.0
1024256006,slim_jeans,men_jeans_slim,24.99,2023-10-04 14:36:16,1024256,6,white,slim_fit,,,0.99,0.0,0.0
1024256006,slim_jeans,men_jeans_slim,24.99,2023-10-04 14:36:16,1024256,6,light_denim_blue,slim_fit,,,0.99,0.0,0.0
1096385001,loose_jeans,men_jeans_loose,29.99,2023-10-04 14:36:16,1096385,1,dark_denim_blue,loose_fit,187,32/32,1.0,0.0,0.0
1130309007,baggy_jeans,men_jeans_loose,39.99,2023-10-04 14:36:16,1130309,7,denim_black,loose_fit,187,31/32,1.0,0.0,0.0
1130309007,baggy_jeans,men_jeans_loose,39.99,2023-10-04 14:36:16,1130309,7,dark_denim_gray,loose_fit,187,31/32,1.0,0.0,0.0
1130309007,baggy_jeans,men_jeans_loose,39.99,2023-10-04 14:36:16,1130309,7,light_denim_blue,loose_fit,187,31/32,1.0,0.0,0.0
1130309007,baggy_jeans,men_jeans_loose,39.99,2023-10-04 14:36:16,1130309,7,dark_denim_blue,loose_fit,187,31/32,1.0,0.0,0.0
1182102001,baggy_fit_cargo_pants,men_jeans_loose,49.99,2023-10-04 14:36:16,1182102,1,denim_blue,loose_fit,186,32/32,1.0,0.0,0.0
1182102001,baggy_fit_cargo_pants,men_jeans_loose,49.99,2023-10-04 14:36:16,1182102,1,black,loose_fit,,,1.0,0.0,0.0
1008549006,straight_regular_jeans,men_jeans_regular,29.99,2023-10-04 14:36:16,1008549,6,vintage_black,regular_fit,185,31/32,0.99,0.0,0.0
1008549006,straight_regular_jeans,men_jeans_regular,29.99,2023-10-04 14:36:16,1008549,6,denim_blue,regular_fit,186,31/32,0.98,0.0,0.0
1008549006,straight_regular_jeans,men_jeans_regular,29.99,2023-10-04 14:36:16,1008549,6,dark_gray,regular_fit,186,31/32,0.98,0.0,0.0
1008549006,straight_regular_jeans,men_jeans_regular,29.99,2023-10-04 14:36:16,1008549,6,dark_blue,regular_fit,186,31/32,0.98,0.0,0.0
1008549006,straight_regular_jeans,men_jeans_regular,29.99,2023-10-04 14:36:16,1008549,6,dark_denim_blue,regular_fit,186,31/32,0.98,0.0,0.0
1008549006,straight_regular_jeans,men_jeans_regular,29.99,2023-10-04 14:36:16,1008549,6,black,regular_fit,186,31/32,0.98,0.0,0.0
1008549006,straight_regular_jeans,men_jeans_regular,29.99,2023-10-04 14:36:16,1008549,6,light_gray,regular_fit,186,31/32,0.98,0.0,0.0
1008549006,straight_regular_jeans,men_jeans_regular,29.99,2023-10-04 14:36:16,1008549,6,light_denim_blue,regular_fit,186,31/32,0.98,0.0,0.0
1158786001,loose_denim_joggers,men_trousers_joggers,34.99,2023-10-04 14:36:16,1158786,1,denim_blue,loose_fit,77,inner_leg:_length:_77.5_cm_(size_l),1.0,0.0,0.0
1158786001,loose_denim_joggers,men_trousers_joggers,34.99,2023-10-04 14:36:16,1158786,1,light_denim_gray,loose_fit,77,inner_leg:_length:_77.5_cm_(size_l),1.0,0.0,0.0
1158786001,loose_denim_joggers,men_trousers_joggers,34.99,2023-10-04 14:36:16,1158786,1,light_denim_blue_tie-dye,loose_fit,77,inner_leg:_length:_77.5_cm_(size_l),1.0,0.0,0.0
1158786001,loose_denim_joggers,men_trousers_joggers,34.99,2023-10-04 14:36:16,1158786,1,dark_denim_gray,loose_fit,77,inner_leg:_length:_77.5_cm_(size_l),1.0,0.0,0.0
985159004,skinny_jeans,men_jeans_skinny,29.99,2023-10-04 14:36:16,985159,4,black,skinny_fit,180,33/32,0.99,0.0,0.0
985159004,skinny_jeans,men_jeans_skinny,29.99,2023-10-04 14:36:16,985159,4,dark_gray,skinny_fit,180,33/32,0.99,0.0,0.0
985159004,skinny_jeans,men_jeans_skinny,29.99,2023-10-04 14:36:16,985159,4,light_denim_blue,skinny_fit,180,33/32,0.99,0.0,0.0
985159004,skinny_jeans,men_jeans_skinny,29.99,2023-10-04 14:36:16,985159,4,dark_blue,skinny_fit,180,33/32,0.99,0.0,0.0
985159004,skinny_jeans,men_jeans_skinny,29.99,2023-10-04 14:36:16,985159,4,dark_denim_blue,skinny_fit,180,33/32,0.99,0.0,0.0
985159004,skinny_jeans,men_jeans_skinny,29.99,2023-10-04 14:36:16,985159,4,denim_blue,skinny_fit,180,33/32,0.99,0.0,0.0
690449022,skinny_jeans,men_jeans_ripped,39.99,2023-10-04 14:36:16,690449,22,gray,skinny_fit,187,32/32,0.98,0.0,0.0
690449022,skinny_jeans,men_jeans_ripped,39.99,2023-10-04 14:36:16,690449,22,black_washed_out,skinny_fit,,,0.98,0.0,0.0
690449022,skinny_jeans,men_jeans_ripped,39.99,2023-10-04 14:36:16,690449,22,white,skinny_fit,,,0.98,0.0,0.0
690449022,skinny_jeans,men_jeans_ripped,39.99,2023-10-04 14:36:16,690449,22,black_washed,skinny_fit,,,0.98,0.0,0.0
690449022,skinny_jeans,men_jeans_ripped,39.99,2023-10-04 14:36:16,690449,22,dark_denim_blue_trashed,skinny_fit,,,0.98,0.0,0.0
690449022,skinny_jeans,men_jeans_ripped,39.99,2023-10-04 14:36:16,690449,22,black_trashed,skinny_fit,,,0.98,0.0,0.0
690449022,skinny_jeans,men_jeans_ripped,39.99,2023-10-04 14:36:16,690449,22,dark_blue_trashed,skinny_fit,,,0.98,0.0,0.0
690449022,skinny_jeans,men_jeans_ripped,39.99,2023-10-04 14:36:16,690449,22,dark_blue_washed_out,skinny_fit,,,0.98,0.0,0.0
690449022,skinny_jeans,men_jeans_ripped,39.99,2023-10-04 14:36:16,690449,22,denim_blue_trashed,skinny_fit,,,0.98,0.0,0.0
690449022,skinny_jeans,men_jeans_ripped,39.99,2023-10-04 14:36:16,690449,22,black,skinny_fit,,,0.98,0.0,0.0
690449022,skinny_jeans,men_jeans_ripped,39.99,2023-10-04 14:36:16,690449,22,denim_gray,skinny_fit,,,0.98,0.0,0.0
690449022,skinny_jeans,men_jeans_ripped,39.99,2023-10-04 14:36:16,690449,22,light_denim_blue_trashed,skinny_fit,,,0.98,0.0,0.0
690449022,skinny_jeans,men_jeans_ripped,39.99,2023-10-04 14:36:16,690449,22,light_denim_gray_trashed,skinny_fit,,,0.98,0.0,0.0
690449022,skinny_jeans,men_jeans_ripped,39.99,2023-10-04 14:36:16,690449,22,light_denim_blue,skinny_fit,,,0.98,0.0,0.0
690449022,skinny_jeans,men_jeans_ripped,39.99,2023-10-04 14:36:16,690449,22,black_patterned,skinny_fit,,,0.98,0.0,0.0
690449022,skinny_jeans,men_jeans_ripped,39.99,2023-10-04 14:36:16,690449,22,denim_blue,skinny_fit,,,0.98,0.0,0.0
979945039,loose_jeans,men_jeans_loose,39.99,2023-10-04 14:36:16,979945,39,denim_gray,loose_fit,,,1.0,0.0,0.0
979945039,loose_jeans,men_jeans_loose,39.99,2023-10-04 14:36:16,979945,39,light_denim_blue,loose_fit,187,31/32,1.0,0.0,0.0
